N,P,K,temperature,humidity,ph,rainfall,label,NPK_ratio,NP_ratio,NK_ratio,PK_ratio,nutrient_sum,nutrient_balance,nutrient_dominance,temp_humidity_index,heat_stress_index,water_stress_index,moisture_availability,evapotranspiration,ph_deviation_neutral,acidic_soil,alkaline_soil,climate_zone,rainfall_category,N_category,P_category,K_category,tropical_suitability,temperate_suitability,arid_suitability
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon,1.7666666666666666,9.636363636363637,2.12,0.2,165,48.28043081829324,0.6385542168674698,25.51031519138737,2.216216228612628,0.7289504469145748,18.59575565969349,10.965251100170752,0.6493762609999996,1,0,temperate,low,high,low,medium,0,0,1
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon,1.523076923076923,7.615384615384615,1.8679245283018868,0.22641509433962265,163,43.54690957270485,0.6036585365853658,27.06353015184613,1.6335531881538699,0.7742274926257366,20.95332909106485,7.352362844536348,0.9970727070000001,1,0,temperate,low,high,low,medium,0,0,1
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon,1.4722222222222223,5.0476190476190474,2.0384615384615383,0.38461538461538464,177,43.55456348076513,0.5955056179775281,27.045606586217993,2.68459003378201,0.689210248149378,18.640109226637755,13.101724581499383,0.6574268879999998,1,0,temperate,low,high,low,medium,0,0,1
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon,1.2769230769230768,6.916666666666667,1.537037037037037,0.2037037037037037,147,36.16628264005025,0.5608108108108109,27.44881601026787,2.092155699732131,0.7435540007157063,20.409676959344004,9.524818537971726,0.8360787519999997,1,0,temperate,low,high,low,medium,0,0,1
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,1.56,5.85,2.0892857142857144,0.3392857142857143,191,49.57149718672348,0.609375,26.436473292252813,2.366645927747185,0.8736414524343312,23.095998924285155,9.405037555286581,0.878254611,1,0,temperate,low,high,low,medium,0,0,1
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon,1.2894736842105263,3.6296296296296298,1.96,0.52,173,36.77408507812714,0.5632183908045977,24.70686074157001,2.5834959484299858,0.8609397307221491,21.271118033836924,10.995774445279016,0.8698395269999999,1,0,temperate,low,high,low,medium,0,0,1
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon,1.6376811594202898,5.380952380952381,2.306122448979592,0.40816326530612246,181,47.71093515467218,0.6208791208791209,26.058704120970603,1.4071323690294,0.993197439296341,25.881438204329005,5.158299233664644,0.5594153190000002,1,0,temperate,low,high,low,medium,0,0,1
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon,1.5538461538461539,5.611111111111111,2.1041666666666665,0.3541666666666667,165,42.567593307585526,0.608433734939759,27.93962431626828,1.5543895737317228,0.8919846874053262,24.92171706196881,5.908382390879747,0.8149467660000003,1,0,temperate,low,high,low,medium,0,0,1
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon,1.849056603773585,12.25,2.130434782608696,0.15217391304347827,150,45.70557952810576,0.6490066225165563,25.7101785896327,2.0814394903672997,0.9662706994136989,24.842992247855495,7.750882381660086,0.842275184,1,0,temperate,low,high,low,medium,0,0,1
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon,1.3098591549295775,4.043478260869565,1.8979591836734695,0.4489795918367347,163,35.92121007612819,0.5670731707317073,26.65635673731331,2.468980652686692,0.752073844044833,20.0475486796616,11.271617351307134,0.22301202600000014,0,0,temperate,low,high,low,medium,0,0,1
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon,1.3768115942028984,4.318181818181818,1.9791666666666667,0.4375,163,37.5410886008029,0.5792682926829268,26.13282768151666,1.798314648483338,0.7397219245776547,19.331025587227717,8.703791784562831,0.5680291229999996,1,0,temperate,low,high,low,medium,0,0,1
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon,1.7868852459016393,8.384615384615385,2.2244897959183674,0.24489795918367346,169,49.03400180826905,0.6411764705882353,27.138024552777438,2.3196929272225595,0.7048108979962965,19.12717545488861,11.172716912276478,0.2912561570000003,0,0,temperate,low,high,low,medium,0,0,1
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon,1.9666666666666666,9.076923076923077,2.4583333333333335,0.25,177,54.00925846556311,0.6629213483146067,25.780015833145207,2.1887069568547917,1.035001480308926,26.682354549692846,7.560909031419205,0.9892603549999999,1,0,temperate,low,high,low,medium,0,0,1
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon,1.5625,6.666666666666667,2.0,0.28,163,43.24735059322517,0.6097560975609756,26.857170444413622,2.6316591355863794,0.8823372755237036,23.69708259819965,10.114338266739425,0.634043342,1,0,temperate,low,high,low,medium,0,0,1
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon,1.5614035087719298,8.9,1.8541666666666667,0.1875,145,40.01666319589045,0.6095890410958904,26.751542538067444,2.720020051932561,0.9755933565516451,26.09862717764733,9.460195436982177,0.3316172340000003,0,0,temperate,low,high,low,medium,0,0,1
95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,muskmelon,1.507936507936508,5.588235294117647,2.021276595744681,0.3404255319148936,157,39.878983604567125,0.6012658227848101,24.40794312877169,2.668783371228311,0.9030436083180143,22.04143703462687,10.914615517137898,0.25330458,0,0,temperate,low,high,low,medium,0,0,1
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon,1.7924528301886793,11.875,2.0652173913043477,0.15217391304347827,147,44.13615298142782,0.6418918918918919,24.788519851731603,2.5115661182683966,0.9192222008962414,22.786157775068897,10.008294959619285,0.968334166,1,0,temperate,low,high,low,medium,0,0,1
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon,1.6730769230769231,12.428571428571429,1.891304347826087,0.13043478260869565,138,40.50925820105819,0.6258992805755396,27.080222046446107,2.7470718935538954,0.7658098631390629,20.738301139164324,12.026388132751924,0.5992279500000004,1,0,temperate,low,high,low,medium,0,0,1
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon,1.3098591549295775,4.428571428571429,1.8235294117647058,0.39215686274509803,163,36.69241520169166,0.5670731707317073,27.904252835318122,2.02635963468188,0.8134863061824942,22.699727565785327,8.322440044222708,0.5512073109999998,1,0,temperate,low,high,low,medium,0,0,1
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon,1.0632911392405062,2.8,1.68,0.58,162,27.83882181415011,0.5153374233128835,28.119158075168528,1.8243336048314713,0.6809561572813876,19.14791382885466,8.947107702680473,0.7485797249999999,1,0,temperate,low,high,low,medium,0,0,1
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon,2.0943396226415096,18.5,2.3125,0.10416666666666667,163,53.37914698956263,0.676829268292683,25.64284155353308,2.3902230564669202,0.7555095379206205,19.373411373081463,11.285684418316183,0.7255471890000003,1,0,temperate,low,high,low,medium,0,0,1
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon,1.9137931034482758,18.5,2.0943396226415096,0.09433962264150944,168,53.113086899558006,0.6568047337278107,28.10233864033341,1.7819668596665903,0.70271329544533,19.747886995669322,8.485516552267793,0.8640036279999999,1,0,temperate,low,high,low,medium,0,0,1
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon,1.5857142857142856,6.9375,2.018181818181818,0.2727272727272727,180,48.28043081829324,0.6132596685082873,25.74200791897574,1.9638293810242573,0.7962968731502658,20.498280414489763,8.901382498160865,0.8059098279999999,1,0,temperate,low,high,low,medium,0,0,1
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon,1.5084745762711864,7.416666666666667,1.8541666666666667,0.22916666666666666,147,39.03844259188627,0.6013513513513513,28.194551346861996,1.592588703138006,0.935502507230465,26.376073475227482,5.715179402167919,0.6721770380000001,1,0,temperate,low,high,low,medium,0,0,1
110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,muskmelon,1.71875,6.875,2.2448979591836733,0.30612244897959184,173,48.232077845903895,0.632183908045977,26.53942384097435,2.038776109025646,0.965726247569347,25.629818198596627,7.3872131444658855,0.7874327890000004,1,0,temperate,low,high,low,medium,0,0,1
95,30,52,29.48069921,90.33698678,6.640470863,26.0365768,muskmelon,1.144578313253012,3.064516129032258,1.7924528301886793,0.5660377358490566,177,33.06055050963308,0.5337078651685393,26.631975347989265,2.848723862010735,0.8831736525152789,23.52065894178055,10.941238104737083,0.359529137,0,0,temperate,low,high,low,medium,0,0,1
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon,1.7692307692307692,8.846153846153847,2.169811320754717,0.22641509433962265,179,51.926229723843164,0.6388888888888888,26.128772016591252,1.3861504134087466,0.7638751071703458,19.959118524403173,6.5950745386399365,0.31444687100000035,0,0,temperate,low,high,low,medium,0,0,1
120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon,1.5789473684210527,4.615384615384615,2.3529411764705883,0.49019607843137253,195,49.24428900898052,0.6122448979591837,26.600333197152366,1.4542444128476317,0.7787924517606023,20.716138708259237,6.655978891784926,0.6727895310000003,1,0,temperate,low,high,low,medium,0,0,1
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon,1.7894736842105263,8.5,2.217391304347826,0.2391304347826087,158,45.98188048931158,0.6415094339622641,27.03604557154295,1.995627838457051,0.8320537245255543,22.49544241424493,8.26144688423768,0.6445573700000002,1,0,temperate,low,high,low,medium,0,0,1
94,5,55,28.5854649,91.89216849,6.085682344,26.88372572,muskmelon,1.540983606557377,15.666666666666666,1.6785714285714286,0.08928571428571429,154,44.61315202194677,0.6064516129032258,26.267803569557813,2.3176613304421894,0.9404683748907648,24.70403853501187,8.621057046114622,0.9143176559999997,1,0,temperate,low,high,low,medium,0,0,1
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon,1.2923076923076924,4.421052631578948,1.7872340425531914,0.3829787234042553,148,33.12602199681292,0.5637583892617449,25.306773632440695,1.781306507559306,0.9347874326688993,23.656453953002234,7.034732111475873,0.21894962699999976,0,0,temperate,low,high,low,medium,0,0,1
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon,1.3896103896103895,4.6521739130434785,1.9454545454545455,0.4,183,42.930175867331364,0.5815217391304348,25.43352160470804,2.5625957152919625,0.7722119957882789,19.6400704782959,11.85347660995108,0.3696985789999996,0,0,temperate,low,high,low,medium,0,0,1
80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,muskmelon,1.1267605633802817,4.2105263157894735,1.509433962264151,0.33962264150943394,150,31.04834939252005,0.5298013245033113,25.405979291855196,2.467195068144805,0.8629113763417077,21.92310855804369,10.257720517633855,0.5152003389999997,1,0,temperate,low,medium,low,medium,0,0,1
86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,muskmelon,1.34375,4.526315789473684,1.8695652173913044,0.391304347826087,149,34.23935357645254,0.5733333333333334,26.27734940813528,2.6885162418647224,0.7684348756896204,20.192431725893154,12.078669141181683,0.4332408980000002,0,0,temperate,low,high,low,medium,0,0,1
113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,muskmelon,1.4675324675324675,3.896551724137931,2.306122448979592,0.5714285714285714,189,44.44097208657794,0.5947368421052631,26.708114946179744,2.1691452438202568,0.8464333444093263,22.606639056763633,8.87441805029773,0.829479482,1,0,temperate,low,high,low,medium,0,0,1
115,18,53,29.17052093,94.19790371,6.012480351,22.06994464,muskmelon,1.5972222222222223,6.052631578947368,2.1296296296296298,0.3333333333333333,186,49.122296363260546,0.6149732620320856,27.478019217346795,1.6925017126532018,0.7565838365712038,20.78942520083751,7.668808147283154,0.9875196490000002,1,0,temperate,low,high,low,medium,0,0,1
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon,1.0933333333333333,3.9047619047619047,1.490909090909091,0.36363636363636365,156,31.04834939252005,0.5222929936305732,26.410722096525287,2.9296137734747116,0.7309162773398067,19.304026676648437,13.66084784202713,0.4588496649999998,0,0,temperate,low,high,low,medium,0,0,1
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon,1.4,4.260869565217392,2.0416666666666665,0.4583333333333333,167,38.7341365378568,0.5833333333333334,26.722225640683995,2.350427569316005,0.9918490552517413,26.504414255936275,8.151107496843887,0.658599078,1,0,temperate,low,high,low,medium,0,0,1
117,25,54,28.68275966,92.50969311,6.150686364,29.11187663,muskmelon,1.4625,4.5,2.1272727272727274,0.45454545454545453,196,47.035447625523176,0.5939086294416244,26.534332936944878,2.1484267230551204,1.0149607978830026,26.93130772897481,7.379897731639708,0.8493136359999998,1,0,temperate,low,high,low,medium,0,0,1
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon,1.2769230769230768,5.1875,1.66,0.3,147,34.0,0.5608108108108109,26.43747154894335,2.4895875810566523,0.8020437458137142,21.204008710958018,10.730626259379825,0.5619918469999998,1,0,temperate,low,high,low,medium,0,0,1
120,16,51,27.99901833,91.64193051,6.547041903,23.28618248,muskmelon,1.7647058823529411,7.0588235294117645,2.3076923076923075,0.3076923076923077,187,52.91817583149795,0.6382978723404256,25.65884092146076,2.340177408539239,0.8316785326380406,21.339907166753395,10.049639568654788,0.4529580969999998,0,0,temperate,low,high,low,medium,0,0,1
111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,muskmelon,1.9821428571428572,18.5,2.176470588235294,0.09803921568627451,166,53.20087718575074,0.6646706586826348,25.33012440584127,2.263376344158728,0.9003084260702223,22.804924435985882,9.110844942108997,0.6001085430000002,1,0,temperate,low,high,low,medium,0,0,1
85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon,1.2318840579710144,3.8636363636363638,1.7708333333333333,0.4375,153,32.18695387886216,0.551948051948052,27.068005151242037,2.8053056187579624,0.826731425925577,22.377970495647197,11.358798051600086,0.8132296820000002,1,0,temperate,low,high,low,medium,0,0,1
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon,1.1538461538461537,3.75,1.6363636363636365,0.41818181818181815,167,33.53108010985231,0.5357142857142857,25.833393236970394,2.725131413029605,0.9547371159455187,24.66409935415158,9.994656571563022,0.8409791359999996,1,0,temperate,low,high,low,medium,0,0,1
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon,1.1647058823529413,3.3,1.7678571428571428,0.5178571428571429,183,35.38361202590826,0.5380434782608695,26.70134130449511,2.4924456455048913,0.9071246082379182,24.22144377026707,9.41170515325805,0.3390451839999997,0,0,temperate,low,high,low,medium,0,0,1
102,11,47,27.98780984,92.78226196,6.504906979,27.14509034,muskmelon,1.728813559322034,8.5,2.125,0.22916666666666666,160,45.82939377008312,0.6335403726708074,25.967723042615457,2.0200867973845433,0.9698897661225498,25.185828828537456,7.441812762758864,0.49509302099999974,0,0,temperate,low,high,low,medium,0,0,1
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon,1.1428571428571428,4.2105263157894735,1.5384615384615385,0.34615384615384615,149,31.02149792213995,0.5333333333333333,25.7583289073892,2.295478132610798,0.7402140051933571,19.066675807626392,11.05411698858981,0.2939467750000002,0,0,temperate,low,medium,low,medium,0,0,1
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,muskmelon,1.1756756756756757,3.9545454545454546,1.6415094339622642,0.39622641509433965,160,33.02019584032374,0.5403726708074534,25.78923551721435,1.5613940827856516,0.9949474877901896,25.658935089881947,5.737795180205382,0.9323345019999998,1,0,temperate,low,high,low,medium,0,0,1
114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon,1.8688524590163935,12.666666666666666,2.150943396226415,0.1509433962264151,174,53.25410782277739,0.6514285714285715,27.742134121381213,1.5986769586187892,0.9621097710295471,26.690978307393067,5.663227070409487,0.5809169079999998,1,0,temperate,low,high,low,medium,0,0,1
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon,1.8679245283018868,14.142857142857142,2.106382978723404,0.1276595744680851,151,46.65118790913403,0.6513157894736842,26.961542784753036,1.6532085752469623,1.012965009736852,27.311099449477915,5.703523413410767,0.6036213899999998,1,0,temperate,low,high,low,medium,0,0,1
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon,1.1710526315789473,3.423076923076923,1.7450980392156863,0.49019607843137253,164,32.25419869309007,0.5393939393939394,24.70807664728243,2.3405587327175708,0.9272729107267813,22.91113015118599,9.331825549845735,0.6240766170000001,1,0,temperate,low,high,low,medium,0,0,1
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon,1.391304347826087,6.857142857142857,1.7142857142857142,0.23214285714285715,164,41.50100400391939,0.5818181818181818,27.925542215569553,1.6019882844304476,0.7157881652175416,19.988772625187533,7.57962457838502,0.2996622679999996,0,0,temperate,low,high,low,medium,0,0,1
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,muskmelon,1.1081081081081081,3.037037037037037,1.7083333333333333,0.5416666666666666,155,28.29016319029166,0.5256410256410257,26.642290403775633,1.861873556224366,0.8490013057025652,22.619339339712436,7.693669357309989,0.43468734699999967,0,0,temperate,low,high,low,medium,0,0,1
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon,1.4324324324324325,4.818181818181818,2.0,0.39622641509433965,179,43.015501081974314,0.5888888888888889,27.39029531840587,1.5054905615941292,0.7972183347310988,21.836045621532538,6.5353108339603745,0.713484641,1,0,temperate,low,high,low,medium,0,0,1
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon,1.3235294117647058,5.625,1.6981132075471699,0.2830188679245283,157,37.501111094650696,0.569620253164557,24.718214864160597,2.331059655839405,0.8746066217971158,21.61871439919875,9.853374860451368,0.5519384220000001,1,0,temperate,low,high,low,medium,0,0,1
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon,1.4929577464788732,6.235294117647059,1.9272727272727272,0.2909090909090909,176,45.1811169996198,0.5988700564971752,26.555129184571,2.405049665428996,0.8544774508531738,22.690759092708955,9.719013897567443,0.41412749200000043,0,0,temperate,low,high,low,medium,0,0,1
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,orange,0.5116279069767442,0.7096774193548387,1.6923076923076923,2.3076923076923075,64,9.018499505645789,0.46153846153846156,14.59953443724173,1.181907292758269,7.542720369693372,110.12020578782307,0.9929073574159885,0.6459932559999997,1,0,temperate,moderate,low,low,low,0,1,0
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange,1.85,5.285714285714286,2.642857142857143,0.42857142857142855,56,16.258331197676263,0.6491228070175439,23.82047314719712,2.210499982802876,3.8909330547950973,92.6838663492883,2.182460304613798,0.5117550680000003,0,1,temperate,moderate,low,low,low,0,0,0
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange,1.35,1.9285714285714286,3.857142857142857,1.8571428571428572,46,10.692676621563628,0.574468085106383,12.20563483679893,1.154871173201068,8.32503562490445,101.61234484092591,1.038304015677917,0.33515838200000037,0,0,cool,moderate,low,low,low,0,0,0
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange,0.2692307692307692,0.4117647058823529,0.7,1.6,32,4.725815626252608,0.48484848484848486,17.377337122969813,1.5022394170301867,6.073544650594161,105.54203292478462,1.3101006904133958,0.813916603,0,1,temperate,moderate,low,low,low,0,1,0
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange,1.1764705882352942,2.5,2.0,0.7,36,7.0,0.5405405405405406,26.99483726735077,2.482579442649227,3.771454968178587,101.80981312712254,2.2330827017848125,0.12913694099999962,0,0,temperate,moderate,low,low,low,0,0,0
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange,0.6842105263157895,0.9285714285714286,2.3636363636363638,2.4545454545454546,63,9.539392014169456,0.421875,26.080305150576365,1.988726579423634,4.0661873447531285,106.04740675057344,1.7424497494298699,0.920001504,1,0,temperate,moderate,low,low,low,0,0,0
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,orange,0.1282051282051282,0.20833333333333334,0.3125,1.4375,43,9.018499505645789,0.5227272727272727,23.627479616618253,2.041531363381748,4.3843691518807395,103.59159276779205,1.8140105439315755,0.40893939199999974,0,0,temperate,moderate,low,low,low,0,0,0
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange,0.0,0.0,0.0,1.2,32,9.451631252505216,0.5454545454545454,27.391918197489307,2.3795761425106927,3.843145301788704,105.27112172766154,2.079754953912342,0.2079912610000001,0,0,temperate,moderate,,low,low,0,0,0
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange,1.0,1.56,2.6,1.6,77,12.583057392117915,0.5,27.775296065320948,2.7794296646790513,3.471515320978795,96.4223658354837,2.620343414597179,0.1892596470000001,0,0,tropical,moderate,low,low,low,0,0,0
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange,0.43333333333333335,0.5416666666666666,1.8571428571428572,3.2857142857142856,42,8.54400374531753,0.5348837209302325,21.628605753106378,2.3328700768936272,4.285874168544484,92.69748269887121,2.2716298815899196,0.3653381109999998,0,0,temperate,moderate,low,low,low,0,1,0
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,orange,0.6363636363636364,1.1666666666666667,1.3125,1.0625,53,3.0550504633038935,0.3888888888888889,21.955697575207715,2.027198804792285,4.940611334951696,108.4745683068427,1.71085821712034,0.4559910719999998,0,0,temperate,moderate,low,low,low,0,1,0
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange,1.5714285714285714,2.5384615384615383,3.6666666666666665,1.3333333333333333,53,13.428824718989125,0.6111111111111112,22.813170177069143,2.447356712930858,4.6463611036737165,105.9982265622233,2.0851721236947496,0.17771788599999994,0,0,temperate,moderate,low,low,low,0,0,0
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange,0.2727272727272727,0.6,0.46153846153846156,0.6923076923076923,27,3.0,0.42857142857142855,28.019964751131152,3.0637245388688483,3.528843207015598,98.87806227284565,2.7930891234852275,0.02874640599999978,0,0,tropical,moderate,low,low,low,0,0,0
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange,1.0555555555555556,2.375,1.7272727272727273,0.6363636363636364,36,6.244997998398398,0.5135135135135135,13.482435465540334,1.2975948544596654,6.779159043024209,91.39957430820806,1.2950542662122722,0.8815697010000001,1,0,cool,moderate,low,low,low,0,0,0
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange,0.96,1.263157894736842,3.4285714285714284,2.5714285714285716,48,9.16515138991168,0.4897959183673469,25.092302250694356,1.4737807793056477,4.3807607003477775,109.92337158108991,1.2663560576498951,0.714687241,1,0,temperate,moderate,low,low,low,0,0,0
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange,0.45,0.75,1.0,1.2222222222222223,28,1.5275252316519468,0.3793103448275862,23.46444341562731,1.3945906343726893,4.496569463446227,105.50949973947166,1.2476167255070998,0.4407632560000003,0,0,temperate,moderate,low,low,low,0,1,0
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange,1.9375,3.4444444444444446,3.875,1.0,46,13.576941236277534,0.6595744680851063,32.31887304695202,2.1957783430479774,3.0007109569128407,96.979596467064,2.120121948214951,0.1632459820000003,0,0,tropical,moderate,low,low,low,0,0,0
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange,0.9565217391304348,1.2222222222222223,3.6666666666666665,2.8333333333333335,44,8.736894948054104,0.4888888888888889,21.884223820061575,2.237662909938424,4.263167021346842,93.29610127745951,2.1759606727932823,0.05443711100000037,0,0,temperate,moderate,low,low,low,0,1,0
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange,0.9285714285714286,2.1666666666666665,1.4444444444444444,0.5555555555555556,26,4.041451884327381,0.48148148148148145,21.493163272019707,2.360240517980295,4.3567461866204376,93.6402571237823,2.2711386172522157,0.47471050299999984,0,0,temperate,moderate,low,low,low,0,1,0
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange,0.8888888888888888,1.7777777777777777,1.6,0.8,33,4.358898943540674,0.47058823529411764,22.458601334833798,2.1443740451662046,4.523632194115539,101.59445203306039,1.9267511362523893,0.6011898430000002,0,1,temperate,moderate,low,low,low,0,1,0
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange,0.2,0.2857142857142857,0.5714285714285714,1.8571428571428572,23,4.725815626252608,0.5416666666666666,14.734774333950497,0.8973359960495031,6.4911626298635525,95.64581651601208,0.8843312819787826,0.5611432240000003,0,1,temperate,moderate,low,low,low,0,1,0
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange,0.0,0.0,0.0,1.6666666666666667,39,12.529964086141668,0.625,17.78444688545097,1.550721204549031,6.022726125677038,107.1108528877212,1.3316578659964247,0.6383285250000004,1,0,temperate,moderate,,low,low,0,1,0
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange,0.4444444444444444,1.0,0.7272727272727273,0.6363636363636364,25,1.5275252316519468,0.38461538461538464,25.996329396489692,2.2657194035103068,3.7227741925065247,96.77846417715054,2.1534549331884962,0.07078398600000035,0,0,temperate,moderate,low,low,low,0,0,0
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange,0.13793103448275862,0.16666666666666666,0.6666666666666666,3.8333333333333335,32,10.692676621563626,0.696969696969697,21.171052776678888,1.504891983321113,4.865652420119937,103.01098417933454,1.3639512766175792,0.47793521599999966,0,0,temperate,moderate,low,low,low,0,1,0
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange,1.434782608695652,2.2,3.6666666666666665,1.5555555555555556,55,13.051181300301263,0.5892857142857143,19.552230617128735,1.4797701628712634,5.262570858463044,102.89499906365059,1.3369517084383415,0.6844204459999998,0,1,temperate,moderate,low,low,low,0,1,0
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange,1.3043478260869565,3.75,1.875,0.4375,52,11.67618659209133,0.5660377358490566,30.2635449728018,2.970988037198198,3.4833042535957093,105.41713493264555,2.566373796022001,0.8255319160000001,0,1,tropical,moderate,low,low,low,0,0,0
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange,0.5,0.7,1.6153846153846154,2.230769230769231,62,8.504900548115383,0.4603174603174603,20.554590895459583,1.7485989945404175,5.262422594205874,108.16694354292484,1.4898327661165571,0.561331011,1,0,temperate,moderate,low,low,low,0,1,0
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,orange,0.55,0.7333333333333333,1.8333333333333333,2.3333333333333335,30,4.58257569495584,0.45161290322580644,10.915796081845746,0.5874332981542544,10.046602895786123,109.66666852568228,0.5082993378928029,0.05364527600000013,0,0,cool,moderate,low,low,low,0,0,0
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange,0.375,1.0,0.5625,0.5,32,3.7859388972001824,0.45454545454545453,13.533867602411176,0.8093372775888246,7.684636259619545,104.00284971037914,0.7342771719268536,0.9944653710000004,0,1,cool,moderate,low,low,low,0,0,0
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange,0.15151515151515152,0.2631578947368421,0.3333333333333333,1.2,37,6.6583281184793925,0.47368421052631576,30.94868790827319,2.157010191726806,3.599709963524376,111.40630022141738,1.8100140111346164,0.43411880699999994,0,0,tropical,moderate,low,low,low,0,0,0
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange,0.725,1.1153846153846154,1.9333333333333333,1.6666666666666667,68,7.767453465154029,0.42028985507246375,27.58239451185153,2.90944385814847,3.716739185247098,102.51656650514309,2.567227083857283,0.7819885839999996,0,1,tropical,moderate,low,low,low,0,0,0
